,submitdate_0,startlanguage_0,seed_0,startdate_0,socio1_0,rse1_0,edu2_0,rse3_0,soft2can_0,soft1can_0,open1de_0,rse4de_0,ukrse1_0,org1can_0,org1cz_0,org1swiss_0,org2can[SQ001]_0,org2can[SQ002]_0,org2can[SQ003]_0,org2can[SQ004]_0,org2can[SQ005]_0,org2can[other]_0,ukrse12sa_0,org3us_0,org4us_0,org5us_0,org3nord[1]_0,org3nord[2]_0,org3nord[3]_0,org3nord[4]_0,org3nord[5]_0,org3nord[6]_0,org3nord[7]_0,org3nord[other]_0,org4nord[1]_0,org4nord[2]_0,org4nord[3]_0,org4nord[4]_0,org4nord[5]_0,org4nord[6]_0,org4nord[7]_0,org4nord[8]_0,org4nord[9]_0,org4nord[10]_0,org4nord[other]_0,currentEmp1_0,currentEmp1[other]_0,currentEmp1qde_0,currentEmp1qde[other]_0,currentEmp1qswiss_0,currentEmp1qswiss[other]_0,currentEmp1nl_0,currentEmp1nl[other]_0,currentEmp11qcl_0,currentEmp11qcl[other]_0,currentEmp1qzaf_0,currentEmp11qzaf_0,currentEmp20deqde_0,currentEmp20deqde[other]_0,currentEmp20qus_0,currentEmp20qus[other]_0,currentEmp21deqde_0,currentEmp22deqde_0,currentEmp22deqde[other]_0,currentEmp23deqde_0,currentEmp23deqde[other]_0,currentEmp24deqde_0,currentEmp24deqde[other]_0,prevEmp1_0,prevEmp1[other]_0,prevEmp1qde_0,prevEmp1qde[other]_0,prevEmp1nl_0,prevEmp1nl[other]_0,prevEmp1qswiss_0,prevEmp1qswiss[other]_0,currentEmp5_0,currentEmp6_0,currentEmp60_0,currentEmp12_0,currentEmp10_0,currentEmp10[other]_0,currentEmp11_0,currentEmp13[1]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,currentEmp13[9]_0,currentEmp13[10]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,currentEmp13[other]_0,likert0[1]_0,likert0[2]_0,likert0[3]_0,likert0[4]_0,likert0[5]_0,likert1[1]_0,likert1[2]_0,likert1[3]_0,likert1[4]_0,likert1[5]_0,likert3a[SQ001]_0,likert3b[SQ001]_0,likert4a[1]_0,likert4b[1]_0,likert4b[2]_0,likert4c[1]_0,likert4c[2]_0,likert4c[3]_0,likert5b[1]_0,likert5b[2]_0,likert5b[3]_0,likert5a[1]_0,likert5a[2]_0,likert5a[3]_0,turnOver3[SQ001]_0,turnOver3zaf[1]_0,turnOver3zaf[2]_0,turnOver3zaf[3]_0,turnOver3zaf[4]_0,turnOver3zaf[5]_0,turnOver3zaf[6]_0,turnOver3zaf[7]_0,turnOver3zaf[8]_0,turnOver3zaf[9]_0,org3de_0,org4de[1]_0,org4de[2]_0,org4de[3]_0,org4de[4]_0,org4de[5]_0,org4de[6]_0,org4de[7]_0,org4de[8]_0,org4de[9]_0,org4de[10]_0,org4de[other]_0,org5de_0,org5de[other]_0,org6de[1]_0,org6de[2]_0,org6de[3]_0,org6de[4]_0,org6de[5]_0,org6de[6]_0,org6de[7]_0,org6de[other]_0,org7de_0,turnOver4zaf[1]_0,turnOver4zaf[2]_0,turnOver4zaf[3]_0,turnOver4zaf[4]_0,turnOver4zaf[other]_0,currentWork2_0,currentWork1_0,currentWork2qcl[1]_0,currentWork2qcl[2]_0,currentWork2qcl[3]_0,currentWork2qcl[4]_0,currentWork2qcl[other]_0,paper3mod_0,conf1can_0,conf2can_0,ref1uk_0,currentWork3nord_0,proj1can_0,stability1_0,stability2_0,proj8can_0,proj7can_0,proj4can[SQ001]_0,proj4can[SQ002]_0,proj4can[SQ003]_0,proj4can[SQ004]_0,proj4can[SQ006]_0,proj4can[SQ005]_0,proj4can[other]_0,proj5zaf[SQ001]_0,proj5zaf[SQ003]_0,proj5zaf[SQ004]_0,proj5zaf[SQ002]_0,proj5zaf[SQ005]_0,proj5zaf[other]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,proj6zaf[7]_0,proj6zaf[8]_0,proj6zaf[9]_0,proj6zaf[10]_0,proj6zaf[11]_0,proj6zaf[other]_0,proj5can_0,proj5can[other]_0,train2_0,train4qzaf_0,train3_0,train4_0,train5[1]_0,train5[2]_0,train5[3]_0,train5[4]_0,train5[5]_0,train5[6]_0,train5[other]_0,fund3[1]_0,fund3[2]_0,fund3[3]_0,fund3[4]_0,fund3[5]_0,fund3[6]_0,fund3[7]_0,fund3[other]_0,fund1can_0,fund1can[other]_0,fund3qnl_0,fund1uk_0,fund1nord_0,tool5[SQ003]_0,tool5[SQ004]_0,tool5[SQ005]_0,tool5[SQ006]_0,tool5[SQ007]_0,tool5[SQ009]_0,tool5[other]_0,tool5can[1]_0,tool5can[2]_0,tool5can[3]_0,tool5can[4]_0,tool5can[5]_0,tool5can[6]_0,tool5can[7]_0,tool5can[8]_0,tool5can[9]_0,tool5can[other]_0,tool2_0,tool2[other]_0,tool4can[SQ001]_0,tool4can[SQ002]_0,tool4can[SQ003]_0,tool4can[SQ004]_0,tool4can[SQ005]_0,tool4can[SQ006]_0,tool4can[SQ007]_0,tool4can[SQ008]_0,tool4can[SQ009]_0,tool4can[SQ010]_0,tool4can[SQ011]_0,tool4can[SQ012]_0,tool4can[SQ013]_0,tool4can[SQ014]_0,tool4can[SQ015]_0,tool4can[SQ016]_0,tool4can[SQ017]_0,tool4can[SQ018]_0,tool4can[SQ019]_0,tool4can[SQ020]_0,tool4can[SQ021]_0,tool4can[SQ022]_0,tool4can[SQ023]_0,tool4can[SQ024]_0,tool4can[SQ025]_0,tool4can[SQ026]_0,tool4can[SQ027]_0,tool4can[SQ028]_0,tool4can[SQ029]_0,tool4can[SQ030]_0,tool4can[SQ031]_0,tool4can[SQ032]_0,tool4can[SQ033]_0,tool4can[SQ034]_0,tool4can[SQ035]_0,tool4can[SQ036]_0,tool4can[other]_0,ukrse3[1]_0,ukrse3[2]_0,ukrse3[3]_0,ukrse3[4]_0,ukrse3[5]_0,ukrse3[6]_0,ukrse3[other]_0,skillNord_0,skill2[SQ001]_0,skill2[SQ002]_0,skill2[SQ003]_0,genAI1_0,genAI2[1]_0,genAI2[2]_0,genAI2[3]_0,genAI2[4]_0,genAI2[5]_0,genAI2[6]_0,genAI2[other]_0,genAI3[1]_0,genAI3[2]_0,genAI3[3]_0,genAI3[4]_0,genAI3[5]_0,genAI3[6]_0,genAI3[7]_0,genAI3[other]_0,genAI4[SQ001]_0,genAI5[1]_0,genAI5[2]_0,genAI5[3]_0,genAI6_0,socio3_0,row_id,Year_0,likert2a[1]_0,likert2a[2]_0,open1can[SQ001]_0,likert2b[SQ001]_0,paper2mod[1]_0,paper2mod[2]_0,paper2mod[3]_0,paper2mod[4]_0,paper2mod[5]_0,currentEmp2q_0,edu1_0
471,2026-02-10 09:37:45,en,1174093197,2026-02-10 08:52:31,Germany,True,Computer science,4,True,15+,I do not know what ORCID is,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,German Aerospace Center,,,,,,,,,Private company,,,,,,Wissenschaftlicher Mitarbeiter,False,,Full Time,Fixed-term,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,80%,20%,0% (None at all),0% (None at all),0% (None at all),40%,20%,20%,0% (None at all),40%,Agree,Disagree,,,,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,,,,,,,,,,,,,,,I am undecided,True,False,False,False,False,True,True,True,True,False,,Not sure,,True,False,True,True,True,True,False,,,,,,,,False,"Different researchers, same research group",,,,,,False,False,,,,1-4,1,False,False,0.0,True,True,True,False,False,False,,False,True,False,False,False,,False,False,True,False,True,False,False,False,False,False,False,Mattermost,No formal methodology,,0,,-,False,,,,,,,,False,False,False,False,False,False,False,,,,,,,False,False,True,True,False,False,,,,,,,,,,,,Windows,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,True,False,False,,,Project management,UI/UX design,leadership,Rarely (a few times a year),False,False,False,False,False,False,"Inspiration, checking for alternatives",False,False,False,False,True,False,False,,It will reduce demand for RSE roles,Increase,Same,Decrease,"Be an experienced software engineer, know what you're doing even without the AI, be able to thoroughly review the probably crappy but very plausible AI output, be able to treat AI like a very junior dev",35 to 44 years,2026_471,2026,,,2.0,,,,,4.0,,,Masters Degree
472,2026-02-10 10:10:42,en,409662353,2026-02-10 09:39:48,Germany,True,Computer science,2,False,6,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,Helmholtz-Zentrum Berlin,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,Doctoral Student / Research Associate,False,,Full Time,Fixed-term,,4.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,40%,40%,0% (None at all),0% (None at all),20%,40%,60%,,,0% (None at all),Strongly Agree,Strongly Agree,,,,Neither agree or disagree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,,,,,,,,,,,,,,I am undecided,False,True,True,True,False,False,True,True,False,False,,Not sure,,True,False,True,False,False,False,True,,,,,,,,False,Same researcher(s),,,,,,True,True,Synchrotron Radiation Instrumentation (SRI),,,1-4,1,False,False,30.0,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,Mattermost,No formal methodology,,0,,,False,,,,,,,,True,False,False,False,False,False,False,,,,,,,False,False,True,True,False,True,,,,,,,,,,,,GNU/Linux,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,,,Project Management,Software Architecture,DevOps,Weekly,True,True,False,False,False,False,,True,True,False,False,True,False,False,,It will not significantly change demand for RSEs roles,Same,Same,Same,"Code comprehension and validation, debugging, holistic understanding of the software project, project scope awareness, experience with generative AI tools and their failure modes",25 to 34 years,2026_472,2026,2.0,4.0,5.0,4.0,1.0,,3.0,3.0,3.0,,Masters Degree
473,,en,1178767651,2026-02-10 09:54:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_473,2026,,,,,,,,,,,
474,2026-02-10 12:24:24,en,321696926,2026-02-10 10:58:17,Germany,True,Computer science,5 - Mostly other people,True,13,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,Helmholtz-Zentrum Berlin,,,,,,,,,Other,KDAB Deutschland,,,,,Research Software Engineer,False,,Full Time,Fixed-term,,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,80%,20%,20%,20%,,80%,20%,20%,20%,,Strongly Agree,Strongly Agree,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Neither agree or disagree,,,,,,,,,,,,,,"Yes, I see urgent/high demand",True,True,True,True,True,True,True,True,True,True,,,,False,False,False,True,False,False,False,"From my experience in my previous job, i learned that creating training material and giving trainings is of great value, but the time investment is so high, that when they would be sold commercially, basically no revenue can be generated. Also it probably takes a few years until a training is well-polished, requiring repeated testing of the training material. I think allocating a budged per employee per year, to attend to external trainings or buy access to training material is a better effort to satisfly the broad range of possible skills and give everyone the opportunity to excell their knowledge specifically in the area where its needed, individually. I think an RSE community benefits from a broad range of skills, distributed across many people, that have an easy path to exchange information and feel comfortable doing so. In the end, a tight connection between juniors and seniors is a very good way to educate","I think freedom of workflow is important. Nobody should be forced/limited by things like operating system, coding environment, laptop hardware. These things are individual decisions made by the employee. They will take decisions that depend on the projects that they are planning to work on.

I think freedom of project specific decisions are also important. Things like coding guidelines should not be established globally, across all projects. A team needs the freedom to pick the technology that fits the projects needs. From here the need/improvement of in-house technologies can be deduced. In general in-house technologies should be favored, in order to test and improve them.

An example of collaboration: Helmholtz Zentrum Dresden is developing the alpaka library, which is a great library when dealing with high performance computing situations, like software for physics simulation.",,,,,,True,Same researcher(s),,,,,,True,True,in-house,,,1-4,2-3,False,False,1.0,False,False,True,False,True,False,"when resources are limited, for non-critical software, production is also a good testing enviroment",False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,Mattermost,No formal methodology,,0,,,True,False,True,False,False,False,False,,False,False,False,False,False,False,False,,,,,,,True,False,False,True,False,True,,,,,,,,,,,,GNU/Linux,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,"Online articles, Free talks on YouTube",,"More knowledge in performance optimization and in the HPC world (Vectorization, CUDA, Multi CPU, Multi GPU). I would love to work together with senios and to be taught by them.","I would love to extend my knowledge about physics, especiially optics and all phenomenoms relating to electron magnetism. Also other aspects of physics that are relevant to undersand everthing around synchrotrons are of intereset.",,Daily,True,True,True,False,False,True,,True,False,False,False,True,True,False,,It will increase demand for RSE roles,Increase,Increase,Same,"AI is currently very useful to create algorithms, datastructures and boilerplate code. It becomes more important to be vigilant for misconceptions that the AI makes, taking more of a orchestrative approach. That said, until AI can take over coding completely, we must not outsource all coding tasks to AI, because the formalism of code helps us programmers to take important decisions and discover misconceptions. Generally the job shifts to doing more design work and less coding. I use GitHub copilot to write boilerplate code quickly and use chat to do reaearch on new areas and discuss ideas.",25 to 34 years,2026_474,2026,5.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,,Undergraduate degree
475,2026-02-10 12:07:08,en,2047617282,2026-02-10 11:47:29,Germany,True,Physical sciences,5 - Mostly other people,True,8,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,Scientific Staff,True,Senior Data Manager,Full Time,Permanent,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,60%,0% (None at all),20%,0% (None at all),20%,40%,20%,40%,0% (None at all),0% (None at all),Agree,Strongly Agree,,,,Strongly disagree,Agree,Disagree,Agree,Neither agree or disagree,Strongly disagree,,,,,,,,,,,,,,"Yes, I see urgent/high demand",False,True,True,True,True,False,True,True,False,True,,A decentralized network of regional hubs without a central institution,,True,True,False,False,True,True,False,,"A decentralized network with a central organizer is the key. We are also organizing something similar at BAM, Berlin. I will probably be the leader of this, so I am interested and will probably reach out to FutuRSI.",,,,,,False,Regularly change researcher(s),,,,,,True,True,,,,1-4,1,True,True,20.0,False,False,False,False,True,False,,False,True,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,,No formal methodology,,0,,RECODE (coding course for beginners at BAM),False,,,,,,,,True,False,False,False,False,False,False,,,,,,,False,False,True,False,False,True,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,,False,True,False,True,False,False,,,,,,Daily,True,True,True,True,False,False,,True,False,False,False,False,True,False,,It will reduce demand for RSE roles,Increase,Increase,Increase,,25 to 34 years,2026_475,2026,5.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,,Promotion/PhD
476,2026-02-10 12:37:26,en,1182847571,2026-02-10 12:12:41,Germany,True,Social sciences,3,True,10,ORCID is not relevant for me,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,Data Manager,False,,Full Time,Permanent,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,40%,20%,20%,0% (None at all),20%,60%,40%,0% (None at all),0% (None at all),0% (None at all),Agree,Agree,,,,Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly disagree,Strongly Agree,,,,,,,,,,,,,,"Yes, I see urgent/high demand",False,False,False,False,True,True,True,True,True,True,,A central institute with several fixed locations,,True,True,True,True,True,True,True,,"Coordination and collaboration with the carpentries etc; 
Please consider the  wide variety of research software needs, different levels of expertise. 
A German research software institution should not be a software developing institution, but an institution to help RSEs do the software development
Please don't overfocus on AI",,,,,,False,Regularly change researcher(s),,,,,,False,False,,,,15+,1,False,False,0.0,False,False,True,False,True,False,,False,True,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,,No formal methodology,,1-2,,,False,,,,,,,,True,False,False,False,False,False,False,,,,,,,False,False,True,True,False,False,,,,,,,,,,,,Windows,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,True,True,True,False,,,,,,Monthly,False,False,False,True,False,False,,False,False,False,False,False,False,False,,It will reduce demand for RSE roles,Increase,Same,Decrease,Knowing its limitations,35 to 44 years,2026_476,2026,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,,Masters Degree
477,,en,2044667630,2026-02-10 12:45:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_477,2026,,,,,,,,,,,
478,2026-02-10 14:42:48,en,1031239400,2026-02-10 14:20:31,United Kingdom,True,Biological sciences,2,False,4,True,False,False,True,,,True,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,PhD student,False,,Full Time,Other,Student,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40%,40%,0% (None at all),0% (None at all),20%,60%,20%,20%,20%,0% (None at all),Agree,Agree,Neither agree or disagree,,,,,,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,False,,I don't know what this means,,1-4,,,,,False,False,False,False,True,False,Testing on research cases that it is intended for,False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,,,,0,,,False,,,,,,,,False,False,False,False,False,False,False,PhD grant (institutional + industrial),,,,False,,True,False,True,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,True,False,True,Industrial placement with software development team,,efficient and robust engineering of software architecture ,automation,,Weekly,False,False,False,True,False,False,Prompting for a solution of a task that does not seem to have a straightforward answer on forums,True,False,False,False,False,False,False,,It will not significantly change demand for RSEs roles,Same,Same,Same,"Careful understanding of where this can be helpful, where it is excessive and unnecessary or even dangerous",25 to 34 years,2026_478,2026,,,5.0,,,,,5.0,5.0,University of Oxford,Masters Degree
479,2026-02-10 17:32:05,de-informal,1579891684,2026-02-10 17:13:47,Netherlands,True,Mathematical sciences,5 - Mostly other people,True,15+,True,False,False,True,,,True,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,University,,,,Associate Professor,False,,Part-time,Permanent,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,20%,40%,0% (None at all),40%,,40%,40%,0% (None at all),20%,0% (None at all),,,Neither agree or disagree,,,,,,Neither agree or disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,Insna sunbelt social networks conferences series and regional Spinoffs,,,1-4,2-3,False,,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,,,,1-2,,"Winter Schools in longitudinal social network analysis, local training of PhD students ",True,True,True,False,True,True,True,,True,False,True,False,False,False,False,,,,,,,True,True,False,True,False,False,,,,,,,,,,,,Windows,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Json (if you mention SQL here...) ,False,True,False,True,True,False,,,,,,Monthly,True,False,False,False,False,False,,True,True,False,False,True,True,False,,It will increase demand for RSE roles,Same,Increase,Increase,Eigene Kenntnis und Urteilsfähigkeit ,55 to 64 years,2026_479,2026,5.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,University of Groningen,PhD
480,,es,1331773407,2026-02-10 17:39:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_480,2026,,,,,,,,,,,
481,,en,781693786,2026-02-10 19:01:39,Netherlands,True,Languages and linguistics,4,False,10,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Applied Sciences,,,,,,,,,,,,,,,,,,,,,"Non-profit organization (eScience center, SURF, and others)",,,,Researcher,True,Software developer ,Full Time,Fixed-term,,5.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,,20%,20%,20%,20%,20%,,80%,,,20%,,,Disagree,,,,,,Strongly Agree,Strongly disagree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,1-4,,,,,False,True,True,True,False,False,,False,True,False,False,False,,True,False,True,True,False,False,True,True,False,False,False,,,,3-5,,,False,,,,,,,,False,False,True,False,True,False,False,,,,,,,False,True,True,True,True,False,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_481,2026,5.0,5.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,,WO (Wetenschappelijk onderwijs) Masters Degree
482,2026-02-10 20:41:28,en,121629304,2026-02-10 20:15:52,Switzerland,True,Social sciences,3,False,8,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,University,,Professor of International Relations and Political Science,True,Co-Director of the Global Governance Centre,Full Time,Permanent,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,20%,20%,20%,20%,20%,40%,40%,20%,20%,0% (None at all),Strongly Agree,Strongly Agree,Agree,,,,,,Agree,Agree,Strongly disagree,,,,Very unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,True,"Sunbelt (INSNA), EUSN",,,5-9,2-3,True,True,,False,True,True,False,True,False,,False,True,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,,,,3-5,,,True,True,True,False,False,False,False,,,,,,,,,,,,,,,False,False,False,True,False,False,,,,,,,,,,,,macOS,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,Specific languages,Project management,,Weekly,False,True,False,False,True,False,,False,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,,Same,,"Code review, strategic thinking",35 to 44 years,2026_482,2026,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,IHEID,
483,2026-02-10 20:41:27,en,1110056146,2026-02-10 20:33:04,United States,True,Social sciences,3,True,10,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Assistant Professor,False,,Full Time,Permanent,,,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,,20%,20%,0% (None at all),40%,20%,40%,20%,,20%,20%,Agree,Disagree,Disagree,,,,,,Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,"SUNBELT, EUSN",,,1-4,1,False,,,False,False,True,False,False,False,,False,True,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,,,,3-5,,,True,True,True,False,False,False,False,,True,True,True,False,False,False,False,,,,,,,False,False,False,True,False,False,,,,,,,,,,,,Windows,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,True,True,False,True,True,True,,,,,,Weekly,True,False,False,False,False,False,,False,True,False,False,True,False,False,,It will reduce demand for RSE roles,Increase,Same,Same,,35 to 44 years,2026_483,2026,5.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,2.0,University of Kentucky,PhD
484,2026-02-11 00:12:05,en,1904565722,2026-02-11 00:01:05,New Zealand,True,Physical sciences,3,True,2,True,False,True,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,Private company,,,,,,,,Research Support Specialist,False,,Full Time,Permanent,,,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,,20%,20%,0% (None at all),20%,40%,40%,20%,0% (None at all),20%,20%,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,False,,,,1-4,1,False,False,,True,True,True,True,True,False,,False,True,False,False,False,darcs,True,True,True,True,True,True,True,True,False,False,False,,,,3-5,,"REANNZ training, Genomics Aotearoa training, Carpentries",False,,,,,,,,True,True,False,False,True,False,False,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,True,True,True,True,True,,,Accessibility and inclusivity,C++ language,HPC specific technical skills,Weekly,True,True,False,True,False,False,,True,True,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Same,Increase,Decrease,How to ensure you are solving the problem you want to solve,25 to 34 years,2026_484,2026,4.0,4.0,4.0,3.0,,,,,,,Doctoral or equivalent level
