,New_name,Old_name,Question,Option
197,fund2_15,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Institutional support], Which of the following sources are used to pay for your effort as an RSE?. [Institutional support],Institutional support
198,fund2[other]_0,fund2[other]. Which of the following sources are used to pay for your effort as a Research Software Engineer? [Other], Which of the following sources are used to pay for your effort as a Research Software Engineer? [Other],Other
199,fund1can_0,fund1can. How is your current research software work funded?, How is your current research software work funded?,
200,fund1can[other]_0,fund1can[other]. How is your current research software work funded? [Other], How is your current research software work funded? [Other],Other
201,recog1_0,recog1. Do you feel that your contribution to research is recognised by your supervisor/line manager, Do you feel that your contribution to research is recognised by your supervisor/line manager,
202,recog2_0,recog2. Do you feel that your contribution to research is recognised by the researchers you work with, Do you feel that your contribution to research is recognised by the researchers you work with,
203,recog3_0,recog3. Do you feel that your contribution to research is recognised by your institution?, Do you feel that your contribution to research is recognised by your institution?,
204,turnOver3_0,turnOver3. How often do you consider leaving your job?, How often do you consider leaving your job?,
205,turnOver6_0,turnOver6. I would accept another job at the same compensation level if I was offered it, I would accept another job at the same compensation level if I was offered it,
206,percEmp1_0,percEmp1. It would not be very difficult for me to get an equivalent job in a different institution, It would not be very difficult for me to get an equivalent job in a different institution,
207,percEmp3_0,percEmp3. My experience is in demand on the labour market, My experience is in demand on the labour market,
208,progRSE1_0,progRSE1. It is likely that I will gain a promotion within my current group, It is likely that I will gain a promotion within my current group,
209,progRSE2_0,progRSE2. The process I have to complete to gain a promotion is clear and understandable, The process I have to complete to gain a promotion is clear and understandable,
210,progRSE3_0,progRSE3. There are many opportunities within my chosen career plan, There are many opportunities within my chosen career plan,
211,progRSE5_0,progRSE5. It is likely that my next position will be an Research Software Engineer / Research Software Developer role, It is likely that my next position will be an Research Software Engineer / Research Software Developer role,
212,satisGen1_0,"satisGen1. In general, how satisfied are you with your current position"," In general, how satisfied are you with your current position",
213,satisGen2_0,"satisGen2. In general, how satisfied are you with your career"," In general, how satisfied are you with your career",
214,socio3_0,socio3. Please select your age, Please select your age,
215,socio11ausnzlqnzl_0,socio11ausnzlqnzl. What is the category of your pay-scale?, What is the category of your pay-scale?,
216,socio11ausnzlqnzl[other]_0,socio11ausnzlqnzl[other]. What is the category of your pay-scale? [Other], What is the category of your pay-scale? [Other],Other
217,socio11ausnzlqaus_0,socio11ausnzlqaus. What is the category of your pay-scale?, What is the category of your pay-scale?,
218,socio11ausnzlqaus[other]_0,socio11ausnzlqaus[other]. What is the category of your pay-scale? [Other], What is the category of your pay-scale? [Other],Other
219,socio12ausnzlqnzl_0,socio12ausnzlqnzl. What is your academic pay-level?, What is your academic pay-level?,
220,socio12ausnzlqaus_0,socio12ausnzlqaus. What is your academic pay-level?, What is your academic pay-level?,
221,socio13ausnzlqnzl_0,socio13ausnzlqnzl. What is your pay-level?, What is your pay-level?,
222,socio13ausnzlqnzl[other]_0,socio13ausnzlqnzl[other]. What is your pay-level? [Other], What is your pay-level? [Other],Other
223,socio13ausnzlqaus_0,socio13ausnzlqaus. What is your pay-level?, What is your pay-level?,
224,socio13ausnzlqaus[other]_0,socio13ausnzlqaus[other]. What is your pay-level? [Other], What is your pay-level? [Other],Other
225,socio14ausnzlqaus_0,socio14ausnzlqaus. What is your government pay-level?, What is your government pay-level?,
226,ukrse1_0,"ukrse1. Are you a member of an association of Research Software Developers (e.g. AUS-RSE, CANARIE, DE-RSE, NZ_RSE, UK RSE, …)?"," Are you a member of an association of Research Software Developers (e.g. AUS-RSE, CANARIE, DE-RSE, NZ_RSE, UK RSE, …)?",
227,org1can_0,org1can. Would you be interested in joining such an organisation?, Would you be interested in joining such an organisation?,
228,org2can_0,org2can. What would you hope to get out of such an organisation (check all that apply)?. [Networking], What would you hope to get out of such an organisation (check all that apply)?. [Networking],Networking
229,org2can_1,org2can. What would you hope to get out of such an organisation (check all that apply)?. [Research collaborations], What would you hope to get out of such an organisation (check all that apply)?. [Research collaborations],Research collaborations
230,org2can_2,org2can. What would you hope to get out of such an organisation (check all that apply)?. [Training], What would you hope to get out of such an organisation (check all that apply)?. [Training],Training
231,org2can_3,org2can. What would you hope to get out of such an organisation (check all that apply)?. [Research software standards and interoperability definition], What would you hope to get out of such an organisation (check all that apply)?. [Research software standards and interoperability definition],Research software standards and interoperability definition
232,org2can_4,org2can. What would you hope to get out of such an organisation (check all that apply)?. [Job opportunities], What would you hope to get out of such an organisation (check all that apply)?. [Job opportunities],Job opportunities
233,org2can[other]_0,org2can[other]. What would you hope to get out of such an organisation (check all that apply)? [Other], What would you hope to get out of such an organisation (check all that apply)? [Other],Other
234,org3us_0,org3us. What specific activities or forums would you like to see your national association provide?, What specific activities or forums would you like to see your national association provide?,
235,org4us_0,org4us. What would a national organization need to provide in order for you to pay membership dues?, What would a national organization need to provide in order for you to pay membership dues?,
236,org5us_0,org5us. How much would you be willing to pay as an annual membership fee to join a national association?, How much would you be willing to pay as an annual membership fee to join a national association?,
237,tool2_0,tool2. Which operating system do you primarily use for development?, Which operating system do you primarily use for development?,
238,tool2[other]_0,tool2[other]. Which operating system do you primarily use for development? [Other], Which operating system do you primarily use for development? [Other],Other
239,tool4can_0,tool4can. What programming languages do you use at work? Please select all that apply. [Assembly], What programming languages do you use at work? Please select all that apply. [Assembly],Assembly
240,tool4can_1,tool4can. What programming languages do you use at work? Please select all that apply. [C], What programming languages do you use at work? Please select all that apply. [C],C
241,tool4can_2,tool4can. What programming languages do you use at work? Please select all that apply. [C#], What programming languages do you use at work? Please select all that apply. [C#],C#
242,tool4can_3,tool4can. What programming languages do you use at work? Please select all that apply. [C++], What programming languages do you use at work? Please select all that apply. [C++],C++
243,tool4can_4,tool4can. What programming languages do you use at work? Please select all that apply. [Clojure], What programming languages do you use at work? Please select all that apply. [Clojure],Clojure
244,tool4can_5,tool4can. What programming languages do you use at work? Please select all that apply. [CoffeeScript], What programming languages do you use at work? Please select all that apply. [CoffeeScript],CoffeeScript
245,tool4can_6,tool4can. What programming languages do you use at work? Please select all that apply. [Common Lisp], What programming languages do you use at work? Please select all that apply. [Common Lisp],Common Lisp
246,tool4can_7,tool4can. What programming languages do you use at work? Please select all that apply. [Dart], What programming languages do you use at work? Please select all that apply. [Dart],Dart
247,tool4can_8,tool4can. What programming languages do you use at work? Please select all that apply. [Elixir], What programming languages do you use at work? Please select all that apply. [Elixir],Elixir
248,tool4can_9,tool4can. What programming languages do you use at work? Please select all that apply. [Erlang], What programming languages do you use at work? Please select all that apply. [Erlang],Erlang
249,tool4can_10,tool4can. What programming languages do you use at work? Please select all that apply. [F#], What programming languages do you use at work? Please select all that apply. [F#],F#
250,tool4can_11,tool4can. What programming languages do you use at work? Please select all that apply. [Fortran], What programming languages do you use at work? Please select all that apply. [Fortran],Fortran
251,tool4can_12,tool4can. What programming languages do you use at work? Please select all that apply. [Go], What programming languages do you use at work? Please select all that apply. [Go],Go
252,tool4can_13,tool4can. What programming languages do you use at work? Please select all that apply. [Groovy], What programming languages do you use at work? Please select all that apply. [Groovy],Groovy
253,tool4can_14,tool4can. What programming languages do you use at work? Please select all that apply. [Hack], What programming languages do you use at work? Please select all that apply. [Hack],Hack
254,tool4can_15,tool4can. What programming languages do you use at work? Please select all that apply. [Haskell], What programming languages do you use at work? Please select all that apply. [Haskell],Haskell
255,tool4can_16,tool4can. What programming languages do you use at work? Please select all that apply. [Java], What programming languages do you use at work? Please select all that apply. [Java],Java
256,tool4can_17,tool4can. What programming languages do you use at work? Please select all that apply. [JavaScript], What programming languages do you use at work? Please select all that apply. [JavaScript],JavaScript
257,tool4can_18,tool4can. What programming languages do you use at work? Please select all that apply. [Julia], What programming languages do you use at work? Please select all that apply. [Julia],Julia
258,tool4can_19,tool4can. What programming languages do you use at work? Please select all that apply. [Lua], What programming languages do you use at work? Please select all that apply. [Lua],Lua
259,tool4can_20,tool4can. What programming languages do you use at work? Please select all that apply. [Matlab], What programming languages do you use at work? Please select all that apply. [Matlab],Matlab
260,tool4can_21,tool4can. What programming languages do you use at work? Please select all that apply. [Objective-C], What programming languages do you use at work? Please select all that apply. [Objective-C],Objective-C
261,tool4can_22,tool4can. What programming languages do you use at work? Please select all that apply. [Perl], What programming languages do you use at work? Please select all that apply. [Perl],Perl
262,tool4can_23,tool4can. What programming languages do you use at work? Please select all that apply. [PHP], What programming languages do you use at work? Please select all that apply. [PHP],PHP
263,tool4can_24,tool4can. What programming languages do you use at work? Please select all that apply. [Python], What programming languages do you use at work? Please select all that apply. [Python],Python
264,tool4can_25,tool4can. What programming languages do you use at work? Please select all that apply. [R], What programming languages do you use at work? Please select all that apply. [R],R
265,tool4can_26,tool4can. What programming languages do you use at work? Please select all that apply. [Ruby], What programming languages do you use at work? Please select all that apply. [Ruby],Ruby
266,tool4can_27,tool4can. What programming languages do you use at work? Please select all that apply. [Rust], What programming languages do you use at work? Please select all that apply. [Rust],Rust
267,tool4can_28,tool4can. What programming languages do you use at work? Please select all that apply. [Scala], What programming languages do you use at work? Please select all that apply. [Scala],Scala
268,tool4can_29,tool4can. What programming languages do you use at work? Please select all that apply. [Smalltalk], What programming languages do you use at work? Please select all that apply. [Smalltalk],Smalltalk
269,tool4can_30,tool4can. What programming languages do you use at work? Please select all that apply. [SQL], What programming languages do you use at work? Please select all that apply. [SQL],SQL
270,tool4can_31,tool4can. What programming languages do you use at work? Please select all that apply. [Swift], What programming languages do you use at work? Please select all that apply. [Swift],Swift
271,tool4can_32,tool4can. What programming languages do you use at work? Please select all that apply. [TypeScript], What programming languages do you use at work? Please select all that apply. [TypeScript],TypeScript
272,tool4can_33,tool4can. What programming languages do you use at work? Please select all that apply. [VB.NET], What programming languages do you use at work? Please select all that apply. [VB.NET],
273,tool4can_34,tool4can. What programming languages do you use at work? Please select all that apply. [VBA], What programming languages do you use at work? Please select all that apply. [VBA],VBA
274,tool4can_35,tool4can. What programming languages do you use at work? Please select all that apply. [Visual Basic], What programming languages do you use at work? Please select all that apply. [Visual Basic],Visual Basic
275,tool4can[other]_0,tool4can[other]. What programming languages do you use at work? Please select all that apply. [Other], What programming languages do you use at work? Please select all that apply. [Other],Other
276,tool5can_0,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Compute Canada HPC], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Compute Canada HPC],Compute Canada HPC
277,tool5can_1,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [University compute centre], On which platform(s) is your most recent research software project deployed? Please select all that apply. [University compute centre],University compute centre
278,tool5can_2,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other HPC], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other HPC],Other HPC
279,tool5can_3,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],Cloud
280,tool5can_4,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],Stand-alone server(s)
281,tool5can_5,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],Laptop/desktop
282,tool5can_6,tool5can. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],Mobile
283,tool5can[SQ009]_0,tool5can[SQ009]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU], On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],GPU
284,tool5can[SQ008]_0,tool5can[SQ008]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],Other
285,tool5[SQ003]_0,tool5[SQ003]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [HPC], On which platform(s) is your most recent research software project deployed? Please select all that apply. [HPC],HPC
286,tool5[SQ004]_0,tool5[SQ004]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Cloud],Cloud
287,tool5[SQ005]_0,tool5[SQ005]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Stand-alone server(s)],Stand-alone server(s)
288,tool5[SQ006]_0,tool5[SQ006]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Laptop/desktop],Laptop/desktop
289,tool5[SQ007]_0,tool5[SQ007]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Mobile],Mobile
290,tool5[SQ009]_0,tool5[SQ009]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU], On which platform(s) is your most recent research software project deployed? Please select all that apply. [GPU],GPU
291,tool5[SQ008]_0,tool5[SQ008]. On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other], On which platform(s) is your most recent research software project deployed? Please select all that apply. [Other],Other
292,ukrse3_0,ukrse3. How did you learn the skills you need to become an Research Software Engineer / Research Software Developer?, How did you learn the skills you need to become an Research Software Engineer / Research Software Developer?,
293,ukrse12de_0,ukrse12de. Would you like to attend a conference about software development in academia?, Would you like to attend a conference about software development in academia?,
294,skill2_0,skill2. What three skills would you like to acquire or improve to help your work as a Research Software Engineer/ Research Software Developer? The skills can be technical and non-technical., What three skills would you like to acquire or improve to help your work as a Research Software Engineer/ Research Software Developer? The skills can be technical and non-technical.,
295,Year_0,Year,,
296,currentEmp2_0,currentEmp2. Which university do you work for?, Which university do you work for?,
