,socio1_0,time2acan_0,time2bcan_0,soft2can_0,proj5_can_0,proj6_can_0,canarie1_can_0,canarie2_can_0,currentEmp5_0,currentEmp7_0,group1_can_0,group1a_can_0,group2_can_0,group3_can_0,paper2_0,paper3_0,paper4_0,open1_can_0,open2_can_0,skill1_0,tool1_0,tool3_can_0,tool4_can_0,tool5_can[multi]_0,tool5_can[multi]_1,tool5_can[multi]_2,tool5_can[multi]_3,tool5_can[multi]_4,tool5_can[multi]_5,tool5_can[multi]_6,data1_can_0,data2_can_0,open4_can_0,open5_can_0,org1_can_0,instit1_can_0,caf1_can_0,rse4de_0,rse3[SQ001]_0,prevEmp1_0,prevEmp2[1]_0,prevEmp2[2]_0,prevEmp2[3]_0,prevEmp2[4]_0,prevEmp2[5]_0,currentWork1_0,currentWork2_0,paper5_0,conf1can_0,open03can_0,open2de_0,open3de_0,open1de_0,train1_0,train2_0,fund1_0,likert2[progRSE1]_0,likert2[progRSE3]_0,likert2[progRSE4]_0,likert2[progRSE5]_0,likert2[progRSE2]_0,socio2_0,socio3_0,ukrse3_0,ukrse10de_0,ukrse11de_0,ukrse2[2]_0,ukrse12de_0,ukrse13de_0,proj4can[3]_1,ukrse2[2]_1,ukrse2[3]_1,edu3_0,time1can[1]_0,time1can[2]_0,currentEmp9_0,prevEmp2[6]_0,prevEmp2[7]_0,prevEmp2[8]_0,fund4[SQ017]_0,tool4can[SQ036]_0,tool4can[SQ037]_0,tool4can[SQ038]_0,tool4can[SQ039]_0,ukrse2[SQ001]_0,likert0[time6zaf]_0,likert0[time7zaf]_0,likert0[time8zaf]_0,likert0[time9zaf]_0,currentEmp2_0,currentEmp13[3]_1,proj2zaf_0,proj3zaf[1]_0,proj3zaf[2]_0,proj3zaf[3]_0,proj5zaf[1]_0,proj5zaf[2]_0,proj5zaf[3]_0,proj5zaf[4]_0,proj5zaf[5]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,open02zaf[1]_0,open02zaf[2]_0,open02zaf[3]_0,open02zaf[4]_0,open02zaf[5]_0,open02zaf[6]_0,open02zaf[7]_0,open02zaf[8]_0,open02zaf[9]_0,open02zaf[10]_0,tool1zaf_0,fund2[17]_1,fund3[17]_1,fund4[17]_1,org1can_0,row_id,Year_0,currentEmp13[1]_0,fund2[SQ006]_0,fund3[SQ006]_0,fund4[SQ006]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,tool4can[1]_0,fund2[6]_0,fund3[6]_0,fund4[6]_0,currentEmp13[9]_0,fund2[SQ005]_0,fund3[SQ005]_0,fund4[SQ005]_0,currentEmp13[10]_0,tool4can[2]_0,tool4can[3]_0,tool4can[4]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,tool4can[5]_0,tool4can[6]_0,tool4can[7]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,fund2[11]_0,fund3[11]_0,fund4[11]_0,currentEmp13[18]_0,currentEmp13[19]_0,fund2[8]_0,fund3[8]_0,fund4[8]_0,fund2[9]_0,fund3[9]_0,fund4[9]_0,fund2[3]_0,fund3[3]_0,fund4[3]_0,tool4can[8]_0,currentEmp13[20]_0,proj4can[2]_0,likert1[perfCheck4]_0,likert1[perfCheck1]_0,likert1[perfCheck7]_0,likert1[perfCheck6]_0,fund2[SQ002]_0,fund3[SQ002]_0,fund4[SQ002]_0,fund2[13]_0,fund3[13]_0,fund4[13]_0,currentEmp13[21]_0,currentEmp13[22]_0,currentEmp13[23]_0,currentEmp13[24]_0,tool4can[9]_0,currentEmp13[25]_0,tool4can[10]_0,fund2[1]_0,fund3[1]_0,fund4[1]_0,tool4can[11]_0,currentEmp13[26]_0,fund2[2]_0,fund3[2]_0,fund4[2]_0,currentEmp13[27]_0,tool4can[12]_0,fund2[SQ014]_0,fund3[SQ014]_0,fund4[SQ014]_0,fund2[4]_0,fund3[4]_0,fund4[4]_0,currentEmp13[28]_0,fund2[2]_1,fund3[2]_1,fund4[2]_1,currentEmp13[31]_0,currentEmp13[29]_0,currentEmp13[30]_0,currentEmp13[32]_0,likert2[percEmp4]_0,tool4can[13]_0,fund2[SQ009]_0,fund3[SQ009]_0,fund4[SQ009]_0,tool4can[14]_0,tool4can[15]_0,tool4can[16]_0,currentEmp13[33]_0,currentEmp13[34]_0,currentEmp13[35]_0,likert1[turnOver3]_0,likert3[turnOver4]_0,likert1[turnOver1]_0,likert1[turnOver2]_0,likert2[affRec2]_0,likert2[affRec1]_0,likert2[affRec4]_0,likert2[affRec5]_0,likert2[affRec3]_0,likert2[percEmp2]_0,likert2[affSat3]_0,likert2[affSat1]_0,likert2[affSat4]_0,fund2[16]_0,fund3[16]_0,fund4[16]_0,likert2[turnOver6]_0,currentEmp13[36]_0,likert3[satisgen2]_0,likert3[satisgen1]_0,fund2[10]_0,fund3[10]_0,fund4[10]_0,likert2[percEmp1]_0,tool4can[17]_0,tool4can[18]_0,org2_can[multi]_5,tool4can[19]_0,currentEmp13[37]_0,currentEmp13[38]_0,currentEmp13[39]_0,currentEmp13[40]_0,ukrse2[3]_0,tool4can[20]_0,currentEmp13[41]_0,currentEmp13[42]_0,currentEmp13[43]_0,tool4can[21]_0,currentEmp13[44]_0,currentEmp13[45]_0,fund2[7]_0,fund3[7]_0,fund4[7]_0,currentEmp13[46]_0,likert2[affSat2]_0,currentEmp13[47]_0,likert2[turnOver5]_0,likert2[percEmp3]_0,ukrse2[4]_0,org2_can[multi]_0,proj4can[1]_0,currentEmp13[48]_0,tool4can[22]_0,fund2[14]_0,fund3[14]_0,fund4[14]_0,currentEmp13[49]_0,tool4can[24]_0,tool4can[23]_0,currentEmp13[50]_0,currentEmp13[51]_0,currentEmp13[52]_0,currentEmp13[53]_0,currentEmp13[54]_0,currentEmp13[55]_0,tool4can[25]_0,tool4can[26]_0,fund2[4]_1,fund3[4]_1,fund4[4]_1,org2_can[multi]_4,org2_can[multi]_2,currentEmp13[56]_0,tool4can[27]_0,currentEmp13[57]_0,tool4can[28]_0,tool4can[31]_0,fund2[SQ010]_0,fund3[SQ010]_0,fund4[SQ010]_0,tool4can[29]_0,tool4can[30]_0,currentEmp13[58]_0,currentEmp13[59]_0,currentEmp13[60]_0,org2_can[multi]_1,currentEmp13[61]_0,fund2[5]_0,fund3[5]_0,fund4[5]_0,tool4can[32]_0,proj4can[3]_0,currentEmp13[62]_0,currentEmp13[63]_0,fund2[15]_0,fund3[15]_0,fund4[15]_0,org2_can[multi]_3,tool4can[33]_0,ukrse2[1]_0,proj4can[4]_0,tool4can[34]_0,tool4can[35]_0,fund2[12]_0,fund3[12]_0,fund4[12]_0,currentEmp13[64]_0,tool4can[36]_0,fund3[SQ001]_0,fund4[SQ001]_0,currentEmp13[65]_0,edu1_0,edu2_0,edu4_0,conf2can_0,currentEmp10_0,currentEmp11_0,currentEmp12_0,currentEmp1_0,likert0[time1can]_0,likert0[time2can]_0,likert0[time3can]_0,likert0[time4can]_0,likert0[time5can]_0,likert1[perfCheck2]_0,likert1[perfCheck3]_0,likert1[perfCheck5]_0,likert1[turnOver4]_0,open1can[A5]_0,open01can_0,open3can[SQ001]_0,ukrse1_1,paper1_0,proj2_can_0,proj1_can_0,soft1can_0,stability2_0,stability1_0,skill2_0,tool2_0,train3_0,rse1_0,ukrse1_0
633,United Kingdom,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,Private company,,,,,,Same researcher(s),,,True,False,,,,False,,True,,,,,,Male,35 to 44 years,Through experience,,,,,,,,,,7,5,2009-05-10 00:00:00,,,,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_633,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Very Often,Very Often,Very Often,Always,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,True,False,False,Neither agree or disagree,False,False,False,False,False,False,False,False,False,False,Never,Never,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,False,,,Neither agree or disagree,False,8,9,False,False,False,Neither agree or disagree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Agree,Neither agree or disagree,True,,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,False,False,PhD,Computer Science,,"IS-ENES2 conference, ARITH24",Permanent -- funded by University core funding,,Full Time,Government,4,1 (None at all),,1 (None at all),2,Often,Very Often,Very Often,Never,Often,True,,True,True,,,20.0,True,5+,"Testing, Software Engineering (Agile, etc..), nan",GNU/Linux,,True,True
634,United Kingdom,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,University,Opportunity to develop software,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,The salary,Regularly change researcher(s),True,,True,False,,,,True,2.0,True,,,,,,Male,45 to 54 years,,,,,,,,,,,2,3,2001-08-14 00:00:00,,,,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_634,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Sometimes,Very Often,Always,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,,False,True,True,True,False,False,False,False,False,False,Never,Sometimes,Sometimes,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,False,,,Strongly disagree,False,7,9,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Strongly Agree,,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,PhD,Computer Science,,"Numerous Global Grid Fora, Open Grid Fora, GlobusWorld, UK eScience All Hands Conference, SSI Collaborations Workshops",Permanent -- funded by University core funding,,Full Time,University - within an HPC group,8,2,,4,5,Often,Always,Often,Sometimes,Very Often,True,,True,True,,3.0,18.0,True,1,"nan, nan, nan",GNU/Linux,"University MSc, Software Carpentry",True,True
635,United Kingdom,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,Private company,Opportunity to develop software,I want to learn new skills,Freedom to choose own working practices,Desire to advance research,,Regularly change researcher(s),False,,False,False,,,,True,2.0,False,,,,,,Male,55 to 64 years,,,,,,,,,,,1 (None at all),3,1990-04-06 00:00:00,,,,,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_635,2017,False,,,,False,False,False,False,False,False,False,False,,,,False,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,False,False,True,Often,Sometimes,Sometimes,Never,,,,,,,False,False,False,False,False,False,False,,,,False,False,,,,False,,,,,,,,False,,,,False,False,False,False,Disagree,False,,,,False,False,False,False,False,False,Sometimes,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,,,,,,False,3,3,,,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,Neither agree or disagree,False,Neither agree or disagree,,True,,False,False,False,,,,False,False,False,False,False,False,False,False,True,False,False,,,,,,False,True,False,False,True,,,,False,False,False,False,False,,False,,,,False,False,False,False,,,,,False,,False,False,False,,,,False,False,,,False,Undergraduate degree,Computer Science,,,Permanent -- funded by University core funding,,Full Time,University - within an academic group,10 (All my time),1 (None at all),,2,2,Never,Often,Never,Sometimes,,False,,False,True,,3.0,27.0,False,1,"nan, nan, nan",Windows,ad hoc training / advise to non-specialist developers,True,False
636,United Kingdom,,,True,,,,,,,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,4,University,Desire to work in a research environment,Ability to work across disciplines,Desire to advance research,Freedom to choose own working practices,Opportunity to develop software,Regularly change researcher(s),True,True,True,True,,,,True,30.0,True,,,,,,Female,25 to 34 years,"Many of them are self-taught, some others were acquired over my formal education",,,,,,,,,,2,7,2016-11-17 00:00:00,I want to learn new skills,,,True,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_636,2017,False,False,False,False,True,False,False,False,False,False,False,False,,,,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Always,Always,Very Often,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,True,True,False,False,Neither agree or disagree,False,True,True,False,False,False,False,False,False,False,Sometimes,Sometimes,Never,Sometimes,Neither agree or disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,False,,,Strongly Agree,False,8,9,False,False,False,Agree,False,True,,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,Strongly Agree,False,Agree,Strongly Agree,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,False,False,PhD,Materials Technology,,,Fixed term,2.0,Full Time,University - within an academic group,8,5,,3,3,Very Often,Always,Always,Sometimes,Sometimes,True,Sometimes,True,True,,4.0,6.0,True,5+,"agile software development, enhance my cloud knowledge/skills, nan",OS X,"Software carpentry, Data carpentry, local university training, Code First, Coding Dojo, Django girls, pyladies, ladies of code",True,True
637,United Kingdom,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,Private company,Opportunity to develop software,I want to learn new skills,,,,Regularly change researcher(s),True,,True,False,,,,True,6.0,True,,,,,,Male,35 to 44 years,Self taught,,,,,,,,,,1 (None at all),2,2014-08-08 00:00:00,,,,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_637,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Very Often,Very Often,Always,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Strongly Agree,False,True,True,True,False,False,False,False,False,False,Sometimes,Never,Never,Never,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,False,,,Disagree,False,1,7,False,False,False,Agree,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Strongly Agree,False,Strongly Agree,Strongly Agree,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,True,,True,False,False,False,False,False,False,False,False,False,False,PhD,Biological Sciences,,Norfolk Developer Conference,Permanent -- funded by University core funding,,Full Time,Other,6,1 (None at all),,2,1 (None at all),Very Often,Always,Always,Never,Very Often,True,,True,True,,8.0,10.0,True,2,"How to teach better, How to mentor individuals, nan",GNU/Linux,Local institute training,True,True
638,United Kingdom,,,False,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,1,University,I want to learn new skills,Desire to work in a research environment,Opportunity to develop software,Desire to advance research,Flexible working hours,Same researcher(s),,,False,False,,,,False,,True,,,,,,Male,25 to 34 years,Self-taught,,,,,,,,,,2,2,2016-09-01 00:00:00,Freedom to choose own working practices,The salary,,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_638,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Very Often,Sometimes,Very Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Disagree,False,True,True,False,False,False,False,False,False,False,Never,Sometimes,Never,Sometimes,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,False,,,Neither agree or disagree,False,7,8,True,True,False,Disagree,False,False,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Strongly Agree,False,Agree,Agree,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,PhD,Civil Engineering,,,Fixed term,1.0,Full Time,University - within an academic group,5,9,,2,3,Often,Very Often,Very Often,Sometimes,,False,,False,True,,2.0,,False,1,"TTD, OOP, nan",GNU/Linux,,True,False
639,United Kingdom,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,3,This is my first job,Opportunity to develop software,Flexible working hours,Freedom to choose own working practices,,,Same researcher(s),,,False,False,,,,True,1.0,True,,,,,,Male,25 to 34 years,Software Engineering degree and PhD in computer science,,,,,,,,,,2,4,2016-01-01 00:00:00,,,,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_639,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,,,False,False,False,Never,Sometimes,Very Often,Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Strongly Agree,False,True,True,True,True,False,True,False,False,False,Never,Always,Always,Sometimes,Strongly disagree,Strongly Agree,Disagree,Neither agree or disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,False,,,Strongly Agree,False,2,0 - Not at all satisfied,False,False,False,Strongly Agree,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Disagree,False,Disagree,Strongly Agree,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,True,,False,False,False,False,False,False,False,False,False,False,False,PhD,Computer Science,,,Fixed term,3.0,Full Time,University - within an academic group,8,3,,2,1 (None at all),Never,Sometimes,Sometimes,Always,Always,True,,False,True,,4.0,5.0,False,1,"testing and quality assurance, nan, nan",OS X,Summer school,True,False
640,United Kingdom,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,Private company,I want to learn new skills,Opportunity to develop software,Desire to work in a research environment,Opportunity for career advancement,Freedom to choose own working practices,Same researcher(s),,,False,False,,,,False,,True,,,,,,Male,45 to 54 years,"I mainly taught myself, but have attended some programming courses.  ",,,,,,,,,,2,2,2013-09-01 00:00:00,The salary,Flexible working hours,Ability to work across disciplines,False,False,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_640,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Often,Often,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Neither agree or disagree,False,True,True,True,False,False,False,False,False,False,Sometimes,Sometimes,Never,Sometimes,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,False,,,Neither agree or disagree,False,6,6,False,False,False,Neither agree or disagree,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neither agree or disagree,False,Agree,Neither agree or disagree,True,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,False,False,PhD,Geology,,,Fixed term,1.3333333333333333,Full Time,University - within an academic group,4,2,,1 (None at all),1 (None at all),Sometimes,Often,Sometimes,Sometimes,,False,,True,True,,1.0,12.0,False,1,"Python, Django, Good programming practice",GNU/Linux,,True,True
641,United Kingdom,,,False,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,4,National laboratory,,,,,,Regularly change researcher(s),False,,True,False,,,,True,1.0,True,,,,,,Male,25 to 34 years,"By accident?! I spent a lot of my PhD bugfixing models I was using, rather than actually doing science. First job after PhD was mainly programming, but taught myself on the job with little support. There are still lots of aspects of programming / software development I know I don't know anything about, which I find pretty frustrating, but don't have the ability in my current role to upskill.",,,,,,,,,Oceanography,2,3,2015-02-02 00:00:00,,,,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_641,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,Never,Sometimes,Never,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,True,False,False,Neither agree or disagree,False,True,True,True,False,False,False,False,False,False,Never,Always,Always,Sometimes,Neither agree or disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,False,,,Strongly Agree,False,4,2,False,False,False,Neither agree or disagree,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Disagree,False,Neither agree or disagree,Neither agree or disagree,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,False,False,False,False,False,False,PhD,Other,,,Fixed term,3.0,Full Time,National laboratory,7,1 (None at all),,1 (None at all),2,Never,Never,Never,Always,,False,,True,True,,5.0,,False,1,"Improved mathematics (last formal maths was at A level, and it was my weakest subject), Communications (dealing with patrionising managers + colleagues with a total lack of initiative and intuition), nan",Windows,,True,True
642,United Kingdom,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,National laboratory,Desire to work in a research environment,Ability to work across disciplines,Opportunity to develop software,Flexible working hours,Desire to advance research,Regularly change researcher(s),True,,True,False,,,,True,2.0,True,,,,,,Male,25 to 34 years,PhD and self taught ,,,,,,,,,,3,3,2016-02-24 00:00:00,I want to learn new skills,The salary,Opportunity for career advancement,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_642,2017,False,False,False,False,True,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Often,Sometimes,Very Often,Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Agree,False,True,True,False,False,False,False,False,False,False,Sometimes,Very Often,Very Often,Sometimes,Neither agree or disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,False,,,Agree,False,9,7,True,True,True,Disagree,False,False,,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Agree,False,Agree,Agree,False,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,False,False,PhD,Mechanical Engineering,,"EMiT, ParCo, IXPUG, CAWCR",Permanent -- funded by University core funding,,Full Time,National laboratory,2,2,,1 (None at all),1 (None at all),Often,Always,Often,Very Often,Often,True,,True,True,,4.0,13.0,False,2,"CUDA Proficiency , nan, nan",GNU/Linux,,True,True
643,United Kingdom,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,3,University,Desire to work in a research environment,Ability to work across disciplines,Opportunity for career advancement,The salary,Desire to advance research,Regularly change researcher(s),True,,False,False,,,,True,1.0,True,,,,,,Male,35 to 44 years,,,,,,,,,,,1 (None at all),2,2004-03-10 00:00:00,I want to learn new skills,Opportunity to develop software,,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_643,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Often,Often,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,False,False,,,,False,,False,False,False,,,,False,,,,False,False,False,False,Agree,False,True,True,True,False,False,False,False,False,False,Often,Very Often,Very Often,Often,Agree,Agree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,False,,,Agree,False,9,6,False,False,False,Neither agree or disagree,False,False,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Strongly Agree,False,Neither agree or disagree,Agree,True,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,True,False,False,False,False,False,,False,,True,False,False,False,False,False,False,False,False,False,False,PhD,Electrical & Electronic Engineering,,,Other/Not listed,,Full Time,National laboratory,2,5,,1 (None at all),2,Always,Always,Sometimes,Very Often,,False,,False,True,,5.0,20.0,True,2,"nan, nan, nan",Windows,,True,False
